#Initialized GISAXS Reduction. Version 0.21
#Date: 02. February 2018 04:48PM
#Author: Dominique Dresen
#Contact: Dominique.Dresen@uni-koeln.de
#Extracted Yoneda between qz = 0.024 .. 0.029 A-1
#q/A-1	I/a.u.	sI/a.u.
-0.45734580159894345	1.8649489914537685e-08	1.3187180784239725e-08
-0.45269888702308	9.324744957268843e-09	9.324744957268843e-09
-0.44340501790523223	1.8649489914537685e-08	1.3187180784239725e-08
-0.43875806363758774	9.324744957268843e-09	9.324744957268843e-09
-0.4341110964136925	2.797423487180653e-08	1.6150932033611315e-08
-0.42946411637072107	1.8649489914537685e-08	1.3187180784239725e-08
-0.4248171236458499	3.729897982907537e-08	1.8649489914537685e-08
-0.4201701183762571	2.797423487180653e-08	1.6150932033611315e-08
-0.4155231006991237	6.52732147008819e-08	2.4670956196036973e-08
-0.41087607075163124	3.729897982907537e-08	1.8649489914537685e-08
-0.40622902867096383	6.52732147008819e-08	2.4670956196036973e-08
-0.4015819745943069	4.6623724786344214e-08	2.0850763597301505e-08
-0.3969349086588476	4.6623724786344214e-08	2.0850763597301505e-08
-0.392287831001776	3.729897982907537e-08	1.8649489914537685e-08
-0.38764074176028257	6.52732147008819e-08	2.4670956196036973e-08
-0.38299364107156014	9.324744957268843e-09	9.324744957268843e-09
-0.3783465290728023	6.52732147008819e-08	2.4670956196036973e-08
-0.37369940590120615	2.797423487180653e-08	1.6150932033611315e-08
-0.3690522716939689	6.52732147008819e-08	2.4670956196036973e-08
-0.3644051265882895	4.6623724786344214e-08	2.0850763597301505e-08
-0.3597579707213693	1.8649489914537685e-08	1.3187180784239725e-08
-0.35511080423041014	2.797423487180653e-08	1.6150932033611315e-08
-0.3504636272526168	2.797423487180653e-08	1.6150932033611315e-08
-0.3458164399251948	7.459795965815074e-08	2.637436156847945e-08
-0.34116924238535096	1.8649489914537685e-08	1.3187180784239725e-08
-0.33652203477029397	4.6623724786344214e-08	2.0850763597301505e-08
-0.3318748172172336	3.729897982907537e-08	1.8649489914537685e-08
-0.32722758986338224	2.797423487180653e-08	1.6150932033611315e-08
-0.32258035284595254	6.52732147008819e-08	2.4670956196036973e-08
-0.3179331063021589	3.729897982907537e-08	1.8649489914537685e-08
-0.31328585036921713	4.6623724786344214e-08	2.0850763597301505e-08
-0.3086385851843443	9.324744957268843e-09	9.324744957268843e-09
-0.30399131088475967	7.459795965815074e-08	2.637436156847945e-08
-0.2993440276076828	9.324744957268843e-09	9.324744957268843e-09
-0.2946967354903351	4.6623724786344214e-08	2.0850763597301505e-08
-0.290049434669939	4.6623724786344214e-08	2.0850763597301505e-08
-0.28540212528371817	3.729897982907537e-08	1.8649489914537685e-08
-0.2807548074688984	2.797423487180653e-08	1.6150932033611315e-08
-0.27610748136270574	4.6623724786344214e-08	2.0850763597301505e-08
-0.2714601471023678	3.729897982907537e-08	1.8649489914537685e-08
-0.26681280482511344	8.392270461541958e-08	2.797423487180653e-08
-0.26216545466817226	6.52732147008819e-08	2.4670956196036973e-08
-0.25751809676877613	6.52732147008819e-08	2.4670956196036973e-08
-0.25287073126415704	1.8649489914537685e-08	1.3187180784239725e-08
-0.24822335829154843	8.392270461541958e-08	2.797423487180653e-08
-0.24357597798818448	6.52732147008819e-08	2.4670956196036973e-08
-0.23892859049130147	2.797423487180653e-08	1.6150932033611315e-08
-0.23428119593813573	3.729897982907537e-08	1.8649489914537685e-08
-0.22963379446592508	5.594846974361306e-08	2.2840867126899194e-08
-0.2249863862119081	6.52732147008819e-08	2.4670956196036973e-08
-0.22033897131332436	5.594846974361306e-08	2.2840867126899194e-08
-0.21569154990741518	5.594846974361306e-08	2.2840867126899194e-08
-0.21104412213142187	8.392270461541958e-08	2.797423487180653e-08
-0.20639668812258719	7.459795965815074e-08	2.637436156847945e-08
-0.2017492480181546	3.729897982907537e-08	1.8649489914537685e-08
-0.19710180195536825	5.594846974361306e-08	2.2840867126899194e-08
-0.19245435007147402	2.797423487180653e-08	1.6150932033611315e-08
-0.18780689250371793	5.594846974361306e-08	2.2840867126899194e-08
-0.18315942938934693	2.797423487180653e-08	1.6150932033611315e-08
-0.1785119608656089	1.8649489914537685e-08	1.3187180784239725e-08
-0.17386448706975202	6.52732147008819e-08	2.4670956196036973e-08
-0.16921700813902654	6.52732147008819e-08	2.4670956196036973e-08
-0.1645695242106823	5.594846974361306e-08	2.2840867126899194e-08
-0.15992203542197014	4.6623724786344214e-08	2.0850763597301505e-08
-0.1552745419101417	7.459795965815074e-08	2.637436156847945e-08
-0.15062704381244899	4.6623724786344214e-08	2.0850763597301505e-08
-0.1459795412661458	8.392270461541958e-08	2.797423487180653e-08
-0.14133203440848532	5.594846974361306e-08	2.2840867126899194e-08
-0.1366845233767219	8.392270461541958e-08	2.797423487180653e-08
-0.13203700830811052	6.52732147008819e-08	2.4670956196036973e-08
-0.1273894893399063	6.52732147008819e-08	2.4670956196036973e-08
-0.122741966609366	4.6623724786344214e-08	2.0850763597301505e-08
-0.11809444025374599	4.6623724786344214e-08	2.0850763597301505e-08
-0.11344691041030341	1.305464294017638e-07	3.4890000849148025e-08
-0.10879937721629561	2.797423487180653e-08	1.6150932033611315e-08
-0.10415184080898152	1.4919591931630148e-07	3.729897982907537e-08
-0.09950430132561944	7.459795965815074e-08	2.637436156847945e-08
-0.09485675890346848	2.2379387897445225e-07	4.568173425379839e-08
-0.09020921367978822	3.263660735044095e-07	5.51659351242583e-08
-0.08556166579183827	4.569125029061733e-07	6.52732147008819e-08
-0.08091411537687968	7.366548516242386e-07	8.288014607208862e-08
-0.07626656257217287	1.1749178646158742e-06	1.0467000254744408e-07
-0.07161900751497892	2.1167171053000276e-06	1.404914486850041e-07
-0.06697145034255926	3.1144648157277935e-06	1.7041593260328971e-07
-0.0623238911921752	3.804495942565688e-06	1.8835061548980712e-07
-0.0576763302010896	1.3987117435903264e-07	3.611458192713382e-08
-0.04838120324586193	5.594846974361306e-08	2.2840867126899194e-08
-0.043733637556245236	9.324744957268843e-09	9.324744957268843e-09
-0.03908607057497682	3.729897982907537e-08	1.8649489914537685e-08
-0.03443850243932063	1.8649489914537685e-08	1.3187180784239725e-08
-0.02979093328653967	5.594846974361306e-08	2.2840867126899194e-08
-0.025143363253897412	2.797423487180653e-08	1.6150932033611315e-08
-0.020495792478657508	6.52732147008819e-08	2.4670956196036973e-08
-0.015848221098083315	7.459795965815074e-08	2.637436156847945e-08
-0.011200649249439431	5.594846974361306e-08	2.2840867126899194e-08
-0.006553077069989383	1.8649489914537685e-08	1.3187180784239725e-08
-0.001905504696997115	5.594846974361306e-08	2.2840867126899194e-08
0.0027420677322733877	4.6623724786344214e-08	2.0850763597301505e-08
0.00738964008055852	4.6623724786344214e-08	2.0850763597301505e-08
0.012037212210593541	1.8649489914537685e-08	1.3187180784239725e-08
0.01668478398511488	2.797423487180653e-08	1.6150932033611315e-08
0.021332355266858657	2.797423487180653e-08	1.6150932033611315e-08
0.025979925918561426	2.797423487180653e-08	1.6150932033611315e-08
0.030627495802958708	1.8649489914537685e-08	1.3187180784239725e-08
0.03527506478278726	3.729897982907537e-08	1.8649489914537685e-08
0.0399226327207836	3.0771658358987184e-07	5.3566581570020445e-08
0.04457019947968441	1.1096446499149924e-05	3.216699139437068e-07
0.04921776492222693	7.525069180515956e-06	2.648949808775458e-07
0.05386532891114741	4.0562640564119465e-06	1.9448297561837685e-07
0.05851289130918352	3.039866856069643e-06	1.6836265362871928e-07
0.06316045197907272	1.790351031795618e-06	1.2920745626889052e-07
0.06780801078355281	1.2868148041031005e-06	1.0954095058698039e-07
0.07245556758536213	7.832785764105829e-07	8.546269920568446e-08
0.07710312224723828	3.729897982907537e-07	5.897486533027803e-08
0.08175067463192026	3.3569081846167834e-07	5.594846974361306e-08
0.08639822460214705	1.77170154188108e-07	4.064562094302539e-08
0.09104577202065797	7.459795965815074e-08	2.637436156847945e-08
0.09569331675019312	9.324744957268843e-08	2.9487432665139014e-08
0.1003408586534918	1.0257219452995728e-07	3.092668028901935e-08
0.10498839759329497	6.52732147008819e-08	2.4670956196036973e-08
0.10963593343234351	2.797423487180653e-08	1.6150932033611315e-08
0.11428346603337891	3.729897982907537e-08	1.8649489914537685e-08
0.11893099525914341	6.52732147008819e-08	2.4670956196036973e-08
0.12357852097237865	6.52732147008819e-08	2.4670956196036973e-08
0.12822604303582788	2.797423487180653e-08	1.6150932033611315e-08
0.13287356131223457	5.594846974361306e-08	2.2840867126899194e-08
0.13752107566434277	3.729897982907537e-08	1.8649489914537685e-08
0.14216858595489743	5.594846974361306e-08	2.2840867126899194e-08
0.14681609204664295	2.797423487180653e-08	1.6150932033611315e-08
0.1514635938023255	4.6623724786344214e-08	2.0850763597301505e-08
0.15611109108469157	5.594846974361306e-08	2.2840867126899194e-08
0.16075858375648866	4.6623724786344214e-08	2.0850763597301505e-08
0.16540607168046373	7.459795965815074e-08	2.637436156847945e-08
0.17005355471936573	5.594846974361306e-08	2.2840867126899194e-08
0.17470103273594384	4.6623724786344214e-08	2.0850763597301505e-08
0.17934850559294796	1.0257219452995728e-07	3.092668028901935e-08
0.1839959731531292	6.52732147008819e-08	2.4670956196036973e-08
0.18864343527923844	5.594846974361306e-08	2.2840867126899194e-08
0.1932908918340282	1.8649489914537685e-08	1.3187180784239725e-08
0.19793834268025168	4.6623724786344214e-08	2.0850763597301505e-08
0.20258578768066277	6.52732147008819e-08	2.4670956196036973e-08
0.20723322669801672	9.324744957268843e-09	9.324744957268843e-09
0.21188065959506847	5.594846974361306e-08	2.2840867126899194e-08
0.2165280862345751	6.52732147008819e-08	2.4670956196036973e-08
0.22117550647929407	2.797423487180653e-08	1.6150932033611315e-08
0.22582292019198383	5.594846974361306e-08	2.2840867126899194e-08
0.23047032723540428	2.797423487180653e-08	1.6150932033611315e-08
0.2351177274723151	6.52732147008819e-08	2.4670956196036973e-08
0.23976512076547796	2.797423487180653e-08	1.6150932033611315e-08
0.2444125069776555	3.729897982907537e-08	1.8649489914537685e-08
0.24905988597161122	1.8649489914537685e-08	1.3187180784239725e-08
0.25370725761011	1.8649489914537685e-08	1.3187180784239725e-08
0.2583546217559167	5.594846974361306e-08	2.2840867126899194e-08
0.2630019782717986	4.6623724786344214e-08	2.0850763597301505e-08
0.26764932702052346	2.797423487180653e-08	1.6150932033611315e-08
0.2722966678648608	6.52732147008819e-08	2.4670956196036973e-08
0.27694400066758	4.6623724786344214e-08	2.0850763597301505e-08
0.2815913252914529	3.729897982907537e-08	1.8649489914537685e-08
0.28623864159925205	1.8649489914537685e-08	1.3187180784239725e-08
0.2955332487177261	2.797423487180653e-08	1.6150932033611315e-08
0.30018053925395216	1.8649489914537685e-08	1.3187180784239725e-08
0.30482782092520727	6.52732147008819e-08	2.4670956196036973e-08
0.3094750935942705	5.594846974361306e-08	2.2840867126899194e-08
0.3141223571239221	8.392270461541958e-08	2.797423487180653e-08
0.3187696113769442	7.459795965815074e-08	2.637436156847945e-08
0.3234168562161188	2.797423487180653e-08	1.6150932033611315e-08
0.32806409150423077	5.594846974361306e-08	2.2840867126899194e-08
0.33271131710406604	4.6623724786344214e-08	2.0850763597301505e-08
0.33735853287841155	7.459795965815074e-08	2.637436156847945e-08
0.3420057386900567	4.6623724786344214e-08	2.0850763597301505e-08
0.3466529344017905	3.729897982907537e-08	1.8649489914537685e-08
0.35130011987640536	3.729897982907537e-08	1.8649489914537685e-08
0.3559472949766941	5.594846974361306e-08	2.2840867126899194e-08
0.3605944595654515	3.729897982907537e-08	1.8649489914537685e-08
0.36524161350547424	4.6623724786344214e-08	2.0850763597301505e-08
0.3698887566595594	2.797423487180653e-08	1.6150932033611315e-08
0.37453588889050654	2.797423487180653e-08	1.6150932033611315e-08
0.379183010061117	3.729897982907537e-08	1.8649489914537685e-08
0.3884772186725396	9.324744957268843e-09	9.324744957268843e-09
0.3977713813962679	1.8649489914537685e-08	1.3187180784239725e-08
